search_item,search_lat,search_lon,URL,url_lat,url_lon,distance_km,within_7km,Name,Address,Website,,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/ISL+Competitive+Coaching+Centre/data=!4m7!3m6!1s0x390ce3f390a92bdd:0x88fb2cbbe185b633!8m2!3d28.5718715!4d77.2433884!16s%2Fg%2F11h_wn211k!19sChIJ3SupkPPjDDkRM7aF4bss-4g?authuser=0&hl=en&rclk=1,28.5718715,77.2433884,3.71,YES,ISL Competitive Coaching Centre,"Part 2, Infinite school of Learning, G 33, near Karnataka Bank, Block G, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024",http://www.islcc.co.in/,9891023556,9891023556,Coaching Center,Open,Opens 9 am,4.5,No,28.5718715,77.2433884
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,"https://www.google.com/maps/place/Jamboree+Education+:-+New+Friends+Colony+Center,+Delhi/data=!4m7!3m6!1s0x390ce34e43f02297:0x983278db8dbfb795!8m2!3d28.5716165!4d77.2664424!16s%2Fg%2F1vnrjd86!19sChIJlyLwQ07jDDkRlbe_jdt4Mpg?authuser=0&hl=en&rclk=1",28.5716165,77.2664424,4.54,YES,"Jamboree Education :- New Friends Colony Center, Delhi","No 138-A, 3rd Floor, Baba Estate, Taimoor Nagar, New Friends Colony, New Delhi, Delhi 110065",https://www.jamboreeindia.com/,9999369484,9999369484,Educational consultant,Open,Opens 10 am,4.7,No,28.5716165,77.2664424
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Langma+School+of+Languages/data=!4m7!3m6!1s0x390ce25dba89c087:0x6b74c7356d18b11a!8m2!3d28.5700396!4d77.2209663!16s%2Fg%2F1jglvgls2!19sChIJh8CJul3iDDkRGrEYbTXHdGs?authuser=0&hl=en&rclk=1,28.5700396,77.2209663,3.89,YES,Langma School of Languages,"E-73 Part 1, South Extension I, Block E, New Delhi, Delhi 110049",https://langmainternational.com/,9810117094,9810117094,Foreign languages program school,Open,Opens 8 am,4.6,No,28.5700396,77.2209663
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Language+Connect/data=!4m7!3m6!1s0x390ce3cbcd4f4bfd:0x10cb63df2cfdec6c!8m2!3d28.5517175!4d77.2373917!16s%2Fg%2F11rzpvyssq!19sChIJ_UtPzcvjDDkRbOz9LN9jyxA?authuser=0&hl=en&rclk=1,28.5517175,77.2373917,1.45,YES,Language Connect,"M 108, Greater Kailash-1, M Block, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",http://www.germanconnect.co.in/,8586808901,8586808901,German language school,Open,Opens 10 am,4.9,No,28.5517175,77.2373917
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Learn+FLE/data=!4m7!3m6!1s0x390ce3e055b7731d:0xdc5f7d6519055928!8m2!3d28.5601323!4d77.197711!16s%2Fg%2F11gr62phdd!19sChIJHXO3VeDjDDkRKFkFGWV9X9w?authuser=0&hl=en&rclk=1,28.5601323,77.197711,4.67,YES,Learn FLE,"B -7/11, opp. DDA Flats, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Extension, New Delhi, Delhi 110029",https://www.learnfle.fr/,9871913848,9871913848,French language school,Open,Opens 8:30 am,4.9,No,28.5601323,77.197711
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/LearnningTree/data=!4m7!3m6!1s0x390ce28d71e8e48b:0x8b81380010fe6526!8m2!3d28.5836117!4d77.2176058!16s%2Fg%2F11p0w8fq15!19sChIJi-TocY3iDDkRJmX-EAA4gYs?authuser=0&hl=en&rclk=1,28.5836117,77.2176058,5.4,YES,LearnningTree,"47, Block G, BK Dutt Colony, Jor Bagh, New Delhi, Delhi 110003",http://learnningtree.com/,7678176735,7678176735,Language school,Open,Opens 11 am,4.9,No,28.5836117,77.2176058
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/LETs+PADHAi/data=!4m7!3m6!1s0x390ce161c8a331c9:0x21630f23ae53c7fe!8m2!3d28.5344837!4d77.2599551!16s%2Fg%2F11cjj11dlk!19sChIJyTGjyGHhDDkR_sdTriMPYyE?authuser=0&hl=en&rclk=1,28.5344837,77.2599551,2.11,YES,LETs PADHAi,"2nd floor, 1666/1, Govindpuri Extension, Kalkaji, New Delhi, Delhi 110019",http://www.letspadhai.com/,8800033303,8800033303,College,Open,Opens 9:30 am,4.5,No,28.5344837,77.2599551
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,"https://www.google.com/maps/place/Leverage+Edu+-+Study+Abroad+Consultant+in+Nehru+Place,+New+Delhi/data=!4m7!3m6!1s0x390ce3bbb01984e1:0x9ec3ec938b4ba853!8m2!3d28.5510896!4d77.2503105!16s%2Fg%2F11y6zs_432!19sChIJ4YQZsLvjDDkRU6hLi5Psw54?authuser=0&hl=en&rclk=1",28.5510896,77.2503105,1.77,YES,"Leverage Edu - Study Abroad Consultant in Nehru Place, New Delhi","S1 Level, International Trade Tower, No 08/ 11, Block E, Nehru Place, New Delhi, Delhi 110019",https://centres.leverageedu.com/leverage-edu-study-abroad-consultant-nehru-place-educational-consultant-nehru-place-new-delhi-360650/Home?utm_source=locator&utm_medium=googleplaces,9821543973,9821543973,Educational consultant,Open,Opens 10 am,4.7,No,28.5510896,77.2503105
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Linguistic+Academy/data=!4m7!3m6!1s0x390d1d9615d3c441:0x7cef5b06df43ed48!8m2!3d28.5571776!4d77.1724888!16s%2Fg%2F1ptxpqb2l!19sChIJQcTTFZYdDTkRSO1D3wZb73w?authuser=0&hl=en&rclk=1,28.5571776,77.1724888,6.8,YES,Linguistic Academy,"104, First Floor, Laxman Plaza, D211, Palam Marg, near Bank of Baroda, Baba Gangnath Market, Munirka, New Delhi, Delhi 110067",Not Found,8447790666,8447790666,Language school,Open,Opens 7 am,4.7,No,28.5571776,77.1724888
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Maa+Shanti+Skills+Pvt.+Ltd/data=!4m7!3m6!1s0x390ce31e3db37a85:0xb0eaccb1a2820adf!8m2!3d28.531998!4d77.2650513!16s%2Fg%2F11qpwmhmcv!19sChIJhXqzPR7jDDkR3wqCorHM6rA?authuser=0&hl=en&rclk=1,28.531998,77.2650513,2.66,YES,Maa Shanti Skills Pvt. Ltd,"1411/D, Street No. 13, Govindpuri, Delhi, New Delhi, Delhi 110019",Not Found,8800804362,8800804362,Educational institution,Open,Opens 8 am,4.6,No,28.531998,77.2650513
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Mac+Academic+Centre/data=!4m7!3m6!1s0x390ce37cec66ecd5:0x48ffaeb3b988fab1!8m2!3d28.5451441!4d77.2538341!16s%2Fg%2F11t749xxdw!19sChIJ1exm7HzjDDkRsfqIubOu_0g?authuser=0&hl=en&rclk=1,28.5451441,77.2538341,1.62,YES,Mac Academic Centre,"ground floor, Block G, Block C, Kalkaji, New Delhi, Delhi 110019",Not Found,9953226691,9953226691,Coaching Center,Open,Opens 3:30 pm,5,No,28.5451441,77.2538341
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Magoosh+-+GRE+%7C+GMAT+%7C+SAT+%7C+ACT+%7C+TOEFL+%7C+IELTS/data=!4m7!3m6!1s0x390d1d2831ca2d33:0xa0c28c53e1399aea!8m2!3d28.5383669!4d77.1981759!16s%2Fg%2F11nymg_zk9!19sChIJMy3KMSgdDTkR6po54VOMwqA?authuser=0&hl=en&rclk=1,28.5383669,77.1981759,3.98,YES,Magoosh - GRE | GMAT | SAT | ACT | TOEFL | IELTS,"97/1, Upper Ground Floor, Sri Aurobindo Marg, Adhchini Village, Qutab Enclave, New Delhi, Delhi 110016",http://www.learnerscortex.com/,9566252166,9566252166,Coaching Center,Open,Opens 10 am,4.9,No,28.5383669,77.1981759
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Max+Mueller+Institute/data=!4m7!3m6!1s0x390ce3adbfd78d2f:0xf776d7790bd8d3e2!8m2!3d28.5510253!4d77.2049331!16s%2Fg%2F11gk8wp9cn!19sChIJL43Xv63jDDkR4tPYC3nXdvc?authuser=0&hl=en&rclk=1,28.5510253,77.2049331,3.59,YES,Max Mueller Institute,"G-4, Hauz Khas Market, Block G, Hauz Khas, New Delhi, Delhi 110016",https://www.maxmuellerinstitute.com/,9873924123,9873924123,German language school,Open,Opens 9 am,4.9,No,28.5510253,77.2049331
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Megamind+Consultants/data=!4m7!3m6!1s0x390ce2444037ac53:0x61a8b9ca06ee1e2d!8m2!3d28.5654216!4d77.2389289!16s%2Fg%2F1tfc0dbb!19sChIJU6w3QETiDDkRLR7uBsq5qGE?authuser=0&hl=en&rclk=1,28.5654216,77.2389289,2.96,YES,Megamind Consultants,"2nd Floor, 49, Ring Rd, Block H, Lajpat Nagar III, Lajpat Nagar, New Delhi, Delhi 110024",https://megamindonline.com/,8882255001,8882255001,Educational consultant,Open,Opens 9 am,4.3,No,28.5654216,77.2389289
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Mentr-Me/data=!4m7!3m6!1s0x390ce31e7a34fd97:0x951fc1f5dc91e2a6!8m2!3d28.5447455!4d77.2125389!16s%2Fg%2F11rcfjv11k!19sChIJl_00eh7jDDkRpuKR3PXBH5U?authuser=0&hl=en&rclk=1,28.5447455,77.2125389,2.66,YES,Mentr-Me,"Commercial Complex 3rd, Building 4, DDA, Panchsheel Park North, Panchsheel Park, New Delhi, Delhi 110017",https://mentr-me.com/,Phone Number Not Found,Phone Number Not Found,Educational consultant,Open,Opens 10 am,4.8,No,28.5447455,77.2125389
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/MJ+Academy/data=!4m7!3m6!1s0x390ce3b6e5218df9:0x837c759423c631f5!8m2!3d28.5424691!4d77.2035506!16s%2Fg%2F12qgxpbvf!19sChIJ-Y0h5bbjDDkR9THGI5R1fIM?authuser=0&hl=en&rclk=1,28.5424691,77.2035506,3.48,YES,MJ Academy,"59 - A/2, First Floor, Kalu Sarai Near Hauz Khas Metro Station, Vijay Mandal Enclave, Kalu Sarai, New Delhi, Delhi 110016",http://www.mja.in/,9310017599,9310017599,Educational institution,Open,Opens 9 am,4.7,No,28.5424691,77.2035506
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,"https://www.google.com/maps/place/MOTION+COACHING+CENTER+:+CUET,+NDA,+Delhi+Police+Constable%2FSI,+CTET,+SSC,+Bank/data=!4m7!3m6!1s0x390d1e251eb1d43b:0x6c425b877eb9c2c3!8m2!3d28.501076!4d77.1836971!16s%2Fg%2F11f08wt2r2!19sChIJO9SxHiUeDTkRw8K5fodbQmw?authuser=0&hl=en&rclk=1",28.501076,77.1836971,6.83,YES,"MOTION COACHING CENTER : CUET, NDA, Delhi Police Constable/SI, CTET, SSC, Bank","D-23-B, 60 Feet Rd, opp. Yes Bank, near Dr. Lal Path Lab, Dr Ambedkar Colony, Chhatarpur, Delhi, New Delhi, Delhi 110074",https://motioncoachingcenter.com/,9200920038,9200920038,Coaching Center,Open,Opens 9 am,4.3,No,28.501076,77.1836971
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/moto+for+Languages/data=!4m7!3m6!1s0x390ce1fc9e3313e7:0xa2ba57091915f693!8m2!3d28.5139724!4d77.2333265!16s%2Fg%2F11ss53r3__!19sChIJ5xMznvzhDDkRk_YVGQlXuqI?authuser=0&hl=en&rclk=1,28.5139724,77.2333265,2.81,YES,moto for Languages,"38/9, 10, 2nd Floor, Mehrauli - Badarpur Rd, Khanpur Extension, Khanpur, New Delhi, Delhi 110062",Not Found,8448423277,8448423277,Foreign languages program school,Open,Opens 9 am,5,No,28.5139724,77.2333265
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Multibhasa+language+learning+classes+Japanese+German+French+spanish+Chinese+Korean/data=!4m7!3m6!1s0x39f11731d5eddbed:0x28fd975f826a8838!8m2!3d28.5733329!4d77.2192065!16s%2Fg%2F11rv2wv4rm!19sChIJ7dvt1TEX8TkROIhqgl-X_Sg?authuser=0&hl=en&rclk=1,28.5733329,77.2192065,4.3,YES,Multibhasa language learning classes Japanese German French spanish Chinese Korean,"H, 15, near bengali sweets, South Extension I, New Delhi, Delhi 110049",http://multibhasa.co/,9113393188,9113393188,Language school,Open,Opens 10 am,4.7,No,28.5733329,77.2192065
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Multilingua+-+Best+English+Speaking+Institute+in+Delhi+%7C+IELTS+Coaching+in+Delhi+%7C+PTE+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce1fb182b1d79:0xd8e177a851414f6d!8m2!3d28.5203063!4d77.20239!16s%2Fg%2F11dxkx882j!19sChIJeR0rGPvhDDkRbU9BUah34dg?authuser=0&hl=en&rclk=1,28.5203063,77.20239,4.12,YES,Multilingua - Best English Speaking Institute in Delhi | IELTS Coaching in Delhi | PTE Coaching in Delhi,"F 76, 3rd Floor, Saidulajab, Near SAKET Metro (Exit from Gate No.2), Delhi, New Delhi, Delhi 110030",https://multilingua.in/english-language-institute-saket/,9520730111,9520730111,Language school,Closed,Not Found,4.8,No,28.5203063,77.20239
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/NIPSTec/data=!4m7!3m6!1s0x390ce21c3f306537:0xab73252618bf2aa0!8m2!3d28.5349118!4d77.2104615!16s%2Fg%2F1hc1sp7vd!19sChIJN2UwPxziDDkRoCq_GCYlc6s?authuser=0&hl=en&rclk=1,28.5349118,77.2104615,2.81,YES,NIPSTec,"D-82, 1st Floor, Main Market, Shivalik Rd, Shvalik, DDA Flats, Malviya Nagar, New Delhi, Delhi 110017",https://www.nipstec.com/,9971091034,9971091034,Training center,Open,Opens 9:30 am,4.9,No,28.5349118,77.2104615
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Official+IELTS+Test+Centre+Delhi+%28Nehru+Place%29+%7C+IELTS+IDP+India/data=!4m7!3m6!1s0x390ce377f131a9ef:0x4f9a7b8894771947!8m2!3d28.550713!4d77.2504217!16s%2Fg%2F11g4c7517z!19sChIJ76kx8XfjDDkRRxl3lIh7mk8?authuser=0&hl=en&rclk=1,28.550713,77.2504217,1.74,YES,Official IELTS Test Centre Delhi (Nehru Place) | IELTS IDP India,"Unit No. 313, 3rd Floor, F, International Trade Tower, Nehru Place, New Delhi, Delhi 110019",https://www.ieltsidpindia.com/?utm_source=GMB&utm_medium=Traffic&utm_campaign=GoogleGMB,1146517888,1146517888,Educational consultant,Open,Opens 8 am,4.8,No,28.550713,77.2504217
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Online+advanced+spoken+english/data=!4m7!3m6!1s0x390ce25928555537:0x9bce0680dbf22e8!8m2!3d28.5750419!4d77.223805!16s%2Fg%2F11byxg8h1r!19sChIJN1VVKFniDDkR6CK_DWjgvAk?authuser=0&hl=en&rclk=1,28.5750419,77.223805,4.29,YES,Online advanced spoken english,"House No. 1662/6 C, 4th Floor, near Radha Krishna temple, South Extension I, Bapu Park, Kotla Mubarakpur, New Delhi, Delhi 110003",Not Found,9999041438,9999041438,English language school,Open,Not Found,4.9,No,28.5750419,77.223805
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Onwardo+IMS+Manya+The+Princeton+Review/data=!4m7!3m6!1s0x390ce173002f789b:0x1acc433094fd2530!8m2!3d28.5500421!4d77.2511543!16s%2Fg%2F1tk61h62!19sChIJm3gvAHPhDDkRMCX9lDBDzBo?authuser=0&hl=en&rclk=1,28.5500421,77.2511543,1.73,YES,Onwardo IMS Manya The Princeton Review,"Unit number 5A & 5B, Ground Floor Satyam Cineplex Complex, 45, Nehru Place, New Delhi, Delhi 110019",https://www.manyagroup.com/,7669295372,7669295372,Educational consultant,Open,Opens 10 am,4.6,No,28.5500421,77.2511543
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Pesofts+-+Online+Exam+Software+Provider/data=!4m7!3m6!1s0x390d1df0eac3368b:0xd967d81075af46a0!8m2!3d28.5424705!4d77.1863882!16s%2Fg%2F11f37mnh0x!19sChIJizbD6vAdDTkRoEavdRDYZ9k?authuser=0&hl=en&rclk=1,28.5424705,77.1863882,5.15,YES,Pesofts - Online Exam Software Provider,"F 97/2, Ground Floor Metro Station, Katwaria Sarai, near Hauz Khas, New Delhi, Delhi 110016",https://pesofts.com/,9540289135,9540289135,Software company,Open,Opens 8 am,4.9,No,28.5424705,77.1863882
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/PHOENIX+ACADEMIA/data=!4m7!3m6!1s0x390ce3277c834719:0xace8ce6309fb80c1!8m2!3d28.5418375!4d77.2036432!16s%2Fg%2F11fphhk5v5!19sChIJGUeDfCfjDDkRwYD7CWPO6Kw?authuser=0&hl=en&rclk=1,28.5418375,77.2036432,3.46,YES,PHOENIX ACADEMIA,"58/1, Kalu Sarai, opp. sarvpriya vihar, Vijay Mandal Enclave, Kalu Sarai, New Delhi, Delhi 110016",Not Found,7703985005,7703985005,Coaching Center,Open,Opens 10 am,4.9,No,28.5418375,77.2036432
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Plangamy+Education:+Foreign+Language+Classes/data=!4m7!3m6!1s0x390cfb815ea48413:0xc40142bd4b4ac933!8m2!3d28.571168!4d77.2373267!16s%2Fg%2F11h2ppljgs!19sChIJE4SkXoH7DDkRM8lKS71CAcQ?authuser=0&hl=en&rclk=1,28.571168,77.2373267,3.61,YES,Plangamy Education: Foreign Language Classes,"49 Basement, A, Shakarpur Khas Part 2, Central Market, Lajpat Nagar, New Delhi, Delhi 110024",https://www.plangamy.com/,8810323979,8810323979,Foreign languages program school,Open,Opens 10 am,4.7,No,28.571168,77.2373267
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Sahar+Institute/data=!4m7!3m6!1s0x390ce4767cc49ec7:0x6f0027983ea9cf72!8m2!3d28.5650134!4d77.2863246!16s%2Fg%2F11gzshkz_!19sChIJx57EfHbkDDkRcs-pPpgnAG8?authuser=0&hl=en&rclk=1,28.5650134,77.2863246,5.48,YES,Sahar Institute,"D - 42, Batla House, Jamia Nagar, Okhla, New Delhi, Delhi 110025",https://www.youtube.com/c/SaharInstitute,1142801005,1142801005,Coaching Center,Open,Opens 11 am,4.6,No,28.5650134,77.2863246
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Skill+Sutra/data=!4m7!3m6!1s0x390ce3a5f5275e19:0x7dfff5991fc5f8ea!8m2!3d28.5356574!4d77.2075026!16s%2Fg%2F11mvvbbksq!19sChIJGV4n9aXjDDkR6vjFH5n1_30?authuser=0&hl=en&rclk=1,28.5356574,77.2075026,3.09,YES,Skill Sutra,"B-104, Shivalik Block B, Malviya Nagar, New Delhi, Delhi 110017",http://www.skillsutra.in/,9310438163,9310438163,Educational consultant,Open,Opens 10 am,5,No,28.5356574,77.2075026
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Solutions+Academy/data=!4m7!3m6!1s0x390ce3a7e2e37c4d:0x5f02bee8738c497d!8m2!3d28.5838266!4d77.2495475!16s%2Fg%2F1tfpn20f!19sChIJTXzj4qfjDDkRfUmMc-i-Al8?authuser=0&hl=en&rclk=1,28.5838266,77.2495475,5.12,YES,Solutions Academy,"17/2, Jangpura Rd, Jangpura, Bhogal, New Delhi, Delhi 110014",http://www.solutionsacademy.co.in/,9811957255,9811957255,Coaching Center,Open,Opens 10 am,4.8,No,28.5838266,77.2495475
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/STM+%7C+SCHOLASTIC+TEST+MASTERS+%7C+Best+GRE+GMAT+SAT+IELTS+PTE+TOEFL+Institute/data=!4m7!3m6!1s0x390ce29baaaaaaab:0x9d55898b4328f0ca!8m2!3d28.5698801!4d77.220927!16s%2Fg%2F1jkyfgw71!19sChIJq6qqqpviDDkRyvAoQ4uJVZ0?authuser=0&hl=en&rclk=1,28.5698801,77.220927,3.88,YES,STM | SCHOLASTIC TEST MASTERS | Best GRE GMAT SAT IELTS PTE TOEFL Institute,"E-71, near Bengali sweet Centre, South Extension I, Block E, New Delhi, Delhi 110049",https://siecindia.com/,9779046382,9779046382,Educational consultant,Open,Opens 10 am,4.5,No,28.5698801,77.220927
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Study+Smart+-+Study+Abroad+Consultancy+%26+Classroom+IELTS+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce25da9f07291:0xd2983a4bc399f4b9!8m2!3d28.534164!4d77.242784!16s%2Fg%2F1ptz53z8t!19sChIJkXLwqV3iDDkRufSZw0s6mNI?authuser=0&hl=en&rclk=1,28.534164,77.242784,0.64,YES,Study Smart - Study Abroad Consultancy & Classroom IELTS Coaching in Delhi,"Third Floor, M-10, Block M, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",https://www.studysmart.co.in/?utm_source=GMB&utm_medium=Organic&utm_campaign=Delhi,9513238155,9513238155,Educational consultant,Open,Opens 10 am,4.7,No,28.534164,77.242784
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Studynama+-+The+Mega+Online+Education+Hub/data=!4m7!3m6!1s0x390ce3cf0e1edf83:0x29d65a5796e39ba1!8m2!3d28.5497471!4d77.2501357!16s%2Fg%2F11gh385sdk!19sChIJg98eDs_jDDkRoZvjllda1ik?authuser=0&hl=en&rclk=1,28.5497471,77.2501357,1.64,YES,Studynama - The Mega Online Education Hub,"103, First Floor, Kushal House, Nehru Place, New Delhi, Delhi 110019",https://www.studynama.com/,Phone Number Not Found,Phone Number Not Found,Education center,Open,Not Found,5,No,28.5497471,77.2501357
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Swiss+School+Of+Language/data=!4m7!3m6!1s0x390ce25ec0000001:0x380a94382ad808fd!8m2!3d28.5688417!4d77.2249307!16s%2Fg%2F1td5vjjs!19sChIJAQAAwF7iDDkR_QjYKjiUCjg?authuser=0&hl=en&rclk=1,28.5688417,77.2249307,3.61,YES,Swiss School Of Language,"N-27, Ground, South Extension I, Block N, New Delhi, Delhi 110003",http://www.swissschooloflanguage.net/,8527565111,8527565111,Language school,Open,Opens 9 am,4.7,No,28.5688417,77.2249307
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,"https://www.google.com/maps/place/Texas+Review+-+IELTS,+GMAT,+SAT,+TOEFL,+GRE+Coaching+Centre+in+South+Delhi+%7C+Study+Abroad+In+USA,+UK,+GERMANY/data=!4m7!3m6!1s0x390ce38a13f7e30f:0xdfdf17e88b58d480!8m2!3d28.5695721!4d77.2173577!16s%2Fg%2F11vxh5yr9l!19sChIJD-P3E4rjDDkRgNRYi-gX398?authuser=0&hl=en&rclk=1",28.5695721,77.2173577,4.02,YES,"Texas Review - IELTS, GMAT, SAT, TOEFL, GRE Coaching Centre in South Delhi | Study Abroad In USA, UK, GERMANY","Ground Floor, K 16, behind AZA showroom, South Extension I, Block K, New Delhi, Delhi 110049",https://texasreview.com/delhi/,9100444920,9100444920,Educational consultant,Closed,Not Found,4.9,No,28.5695721,77.2173577
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/THE+INSTITUTE+OF+STANDARD+BRITISH+ENGLISH/data=!4m7!3m6!1s0x390d1d60fbd6af0b:0x4a74f27667b16ae!8m2!3d28.5559878!4d77.2413064!16s%2Fg%2F11qslx58y7!19sChIJC6_W-2AdDTkRrhZ7ZidPpwQ?authuser=0&hl=en&rclk=1,28.5559878,77.2413064,1.93,YES,THE INSTITUTE OF STANDARD BRITISH ENGLISH,"E -13, Block E, East of Kailash, New Delhi, Delhi 110048",Not Found,9818577111,9818577111,Test preparation center,Open,Opens 10 am,4.8,No,28.5559878,77.2413064
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/The+Shrine+of+English+%7C+the+best+place+to+learn+english+%7C+Madangir+Branch+%7C/data=!4m7!3m6!1s0x390ce1e31b87c565:0xd54329fc5ea181ce!8m2!3d28.5232721!4d77.2302132!16s%2Fg%2F11rxp1f2_0!19sChIJZcWHG-PhDDkRzoGhXvwpQ9U?authuser=0&hl=en&rclk=1,28.5232721,77.2302132,1.92,YES,The Shrine of English | the best place to learn english | Madangir Branch |,"No. 3, Shop no, Street, 5, DDA Flats, Madangir, New Delhi, Delhi 110062",http://www.theshrineofenglish.in/,9891087702,9891087702,English language school,Open,Opens 8 am,4.8,No,28.5232721,77.2302132
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/The+Study+Point/data=!4m7!3m6!1s0x390ce21c55dc01e7:0xfd60a16fb76010e2!8m2!3d28.5340079!4d77.2090613!16s%2Fg%2F11bxfq1x_z!19sChIJ5wHcVRziDDkR4hBgt2-hYP0?authuser=0&hl=en&rclk=1,28.5340079,77.2090613,2.96,YES,The Study Point,"2nd Floor, E-1/12, Malviya Nagar Rd, Block E, Malviya Nagar, New Delhi, Delhi 110017",Not Found,9810077719,9810077719,Coaching Center,Open,Opens 9 am,5,No,28.5340079,77.2090613
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Thinkstitute+Learners/data=!4m7!3m6!1s0x390ce3abbedbd56b:0x9f27e5eafc6313cc!8m2!3d28.5418366!4d77.2422967!16s%2Fg%2F11x5y6zgly!19sChIJa9XbvqvjDDkRzBNj_OrlJ58?authuser=0&hl=en&rclk=1,28.5418366,77.2422967,0.48,YES,Thinkstitute Learners,"A Block, A-50, near Market No. 3, Block A, Chittaranjan Park, New Delhi, Delhi 110048",https://www.thinkstitutelearners.com/,9599554459,9599554459,Tutoring service,Open,Opens 9 am,5,No,28.5418366,77.2422967
