URL,Name,Address,Website,Phone,Business Name
https://www.google.com/maps/place/Brewbaker+Cafe/data=!4m7!3m6!1s0x48670e9a503683a1:0x92325e1199bc0be0!8m2!3d53.3423302!4d-6.2563186!16s%2Fg%2F11fzxpgksz!19sChIJoYM2UJoOZ0gR4Au8mRFeMpI?authuser=0&hl=en&rclk=1,,,https://instagram.com/brewbakercafe1?igshid=ZGUzMzM3NWJiOQ==,Phone Number Not Found,Brewbaker Cafe
https://www.google.com/maps/place/Little+Collins+CBD+Dispensary/data=!4m7!3m6!1s0x48670f497e96fb67:0x75d2c6c926b40cbf!8m2!3d53.3450858!4d-6.2484013!16s%2Fg%2F11st9_cxy0!19sChIJZ_uWfkkPZ0gRvwy0JsnG0nU?authuser=0&hl=en&rclk=1,,,http://www.littlecollinscbd.com/,35383025439,Little Collins CBD Dispensary
https://www.google.com/maps/place/Dublin+Bar+Academy/data=!4m7!3m6!1s0x48670c2eab4a4add:0xb4428e5d8a60a9f7!8m2!3d53.3498382!4d-6.2760875!16s%2Fg%2F1pzrbnl8k!19sChIJ3UpKqy4MZ0gR96lgil2OQrQ?authuser=0&hl=en&rclk=1,,,http://www.dublinbaracademy.com/,35315617799,Dublin Bar Academy
https://www.google.com/maps/place/Nespresso+Boutique+Dublin/data=!4m7!3m6!1s0x48670e9b9c949613:0xcafc56a013bb8bc5!8m2!3d53.3419177!4d-6.2594413!16s%2Fg%2F1th7xs6r!19sChIJE5aUnJsOZ0gRxYu7E6BW_Mo?authuser=0&hl=en&rclk=1,Nespresso Boutique Dublin,"22 Duke St, Dublin, Ireland",https://www.nespresso.com/ie/en/,35318008126,Nespresso Boutique Dublin
https://www.google.com/maps/place/Honest+To+Goodness+Cafe/data=!4m7!3m6!1s0x48670e9c57cea975:0x6d1c49ab772f81ae!8m2!3d53.3408573!4d-6.2757934!16s%2Fg%2F1vxw7pk5!19sChIJdanOV5wOZ0gRroEvd6tJHG0?authuser=0&hl=en&rclk=1,,,http://www.honestdublin.com/,Phone Number Not Found,Honest To Goodness Cafe
https://www.google.com/maps/place/Cafe+Tri+Via/data=!4m7!3m6!1s0x48670e90e7f5b9b5:0x789941e147f8768b!8m2!3d53.3418872!4d-6.2506617!16s%2Fg%2F1q6b7f9cr!19sChIJtbn155AOZ0gRi3b4R-FBmXg?authuser=0&hl=en&rclk=1,,,Not Found,35316614040,Cafe Tri Via
https://www.google.com/maps/place/Like+A+Coffee/data=!4m7!3m6!1s0x48670e849375c3e1:0x7ba23087b2fbba09!8m2!3d53.3472436!4d-6.2600357!16s%2Fg%2F11g9jn_7pw!19sChIJ4cN1k4QOZ0gRCbr7socwons?authuser=0&hl=en&rclk=1,,,http://www.facebook.com/likeacoffee,Phone Number Not Found,Like A Coffee
https://www.google.com/maps/place/One+Society/data=!4m7!3m6!1s0x48670f6bfb2870f1:0xc0456cfa5cd3dfa7!8m2!3d53.3540899!4d-6.256557!16s%2Fg%2F11gtynkmr9!19sChIJ8XAo-2sPZ0gRp9_TXPpsRcA?authuser=0&hl=en&rclk=1,,,http://www.onesociety.ie/,35315375261,One Society
https://www.google.com/maps/place/Starbucks+College+Green/data=!4m7!3m6!1s0x48670e9ca0d1611f:0xd0791c8d888fd9dc!8m2!3d53.3444752!4d-6.2612559!16s%2Fg%2F12hq9ftmy!19sChIJH2HRoJwOZ0gR3NmPiI0cedA?authuser=0&hl=en&rclk=1,,,http://www.starbucks.ie/,35316750638,Starbucks College Green
https://www.google.com/maps/place/Guud+Day+Upper+O%27Connell+Street/data=!4m7!3m6!1s0x48670f540398d76f:0x5c82c6798992ce51!8m2!3d53.3521387!4d-6.2606948!16s%2Fg%2F11tbvf_mxs!19sChIJb9eYA1QPZ0gRUc6SiXnGglw?authuser=0&hl=en&rclk=1,,,http://www.guudday.ie/,Phone Number Not Found,Guud Day Upper O'Connell Street
https://www.google.com/maps/place/Full+Circle+Roasters/data=!4m7!3m6!1s0x48670e8ed7869d0b:0x731be8e04821f980!8m2!3d53.3328491!4d-6.2656761!16s%2Fg%2F11c52fbkt_!19sChIJC52G144OZ0gRgPkhSODoG3M?authuser=0&hl=en&rclk=1,,,http://www.fullcircleroasters.ie/,35387969988,Full Circle Roasters
https://www.google.com/maps/place/The+Matcha+Bar/data=!4m7!3m6!1s0x48670e9c5d9583ed:0x73922dc6d6b78bfb!8m2!3d53.3423787!4d-6.2621702!16s%2Fg%2F11bbrp5t__!19sChIJ7YOVXZwOZ0gR-4u31sYtknM?authuser=0&hl=en&rclk=1,,,http://www.thematchabar.ie/,Phone Number Not Found,The Matcha Bar
https://www.google.com/maps/place/Foodgame/data=!4m7!3m6!1s0x48670eea5d24786b:0x762d585c5d77ef59!8m2!3d53.3375159!4d-6.2342135!16s%2Fg%2F1w0q_b4d!19sChIJa3gkXeoOZ0gRWe93XVxYLXY?authuser=0&hl=en&rclk=1,,,https://foodgame.ie/,35312815002,Foodgame
https://www.google.com/maps/place/Bear+Market+Coffee+-+IFSC/data=!4m7!3m6!1s0x48670e8e91b8e925:0xe38f72598cfcbbd!8m2!3d53.3495725!4d-6.2493723!16s%2Fg%2F11c2lq0csm!19sChIJJem4kY4OZ0gRvcvPmCX3OA4?authuser=0&hl=en&rclk=1,,,https://www.bearmarket.ie/pages/ifsc-coffee-shop?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,Phone Number Not Found,Bear Market Coffee - IFSC
https://www.google.com/maps/place/eathos+-+one+%28Upper+Baggot+St%29/data=!4m7!3m6!1s0x48670ebdd99808eb:0xc562c1f251e4750!8m2!3d53.3335441!4d-6.2447693!16s%2Fg%2F11bc8db_9w!19sChIJ6wiY2b0OZ0gRUEceJR8sVgw?authuser=0&hl=en&rclk=1,,,http://www.eathosdublin.com/,Phone Number Not Found,eathos - one (Upper Baggot St)
https://www.google.com/maps/place/Recanto+Brazil/data=!4m7!3m6!1s0x48670f996d3a98e1:0xc9712efbd47cd9cd!8m2!3d53.3505995!4d-6.2545857!16s%2Fg%2F11sj5bhnn8!19sChIJ4Zg6bZkPZ0gRzdl81Psucck?authuser=0&hl=en&rclk=1,,,http://recantobrazil.ie/,35315635393,Recanto Brazil
https://www.google.com/maps/place/Insomnia+Coffee+Company+-+Ballsbridge/data=!4m7!3m6!1s0x48670ec69726990d:0x65351939eca6085!8m2!3d53.3291234!4d-6.2306171!16s%2Fg%2F1pzwwmm29!19sChIJDZkml8YOZ0gRhWDKnpNRUwY?authuser=0&hl=en&rclk=1,,,https://www.insomnia.ie/,35314273020,Insomnia Coffee Company - Ballsbridge
https://www.google.com/maps/place/il+Valentino+Bakery+%26+Cafe/data=!4m7!3m6!1s0x48670eecb603542f:0xd9bb53929067957c!8m2!3d53.3426175!4d-6.2390089!16s%2Fg%2F1tj20z6p!19sChIJL1QDtuwOZ0gRfJVnkJJTu9k?authuser=0&hl=en&rclk=1,,,http://www.ilvalentino.ie/,35316331100,il Valentino Bakery & Cafe
https://www.google.com/maps/place/A+Taste+of+Spain+SPANISH+GOURMET+SHOP./data=!4m7!3m6!1s0x48670fee1de946b3:0xf5972e5f109ce1b9!8m2!3d53.3344008!4d-6.2655504!16s%2Fg%2F11pb1hppld!19sChIJs0bpHe4PZ0gRueGcEF8ul_U?authuser=0&hl=en&rclk=1,A Taste of Spain SPANISH GOURMET SHOP.,"60 Camden Street Lower, Saint Kevin's, Dublin, D02 TX29, Ireland",https://atasteofspain.ie/,35315488784,A Taste of Spain SPANISH GOURMET SHOP.
https://www.google.com/maps/place/Panem+Caf%C3%A9+%26+Restaurant/data=!4m7!3m6!1s0x48670e82dc272d29:0xc3748d16aaa07c00!8m2!3d53.3463784!4d-6.2654934!16s%2Fg%2F1thxkh3v!19sChIJKS0n3IIOZ0gRAHygqhaNdMM?authuser=0&hl=en&rclk=1,,,http://www.panem.ie/,35318728510,Panem Café & Restaurant
https://www.google.com/maps/place/DIME+Coffee/data=!4m7!3m6!1s0x48670f89afab4edd:0xb5d238e7f13669d!8m2!3d53.3368807!4d-6.2487744!16s%2Fg%2F11pvs4l7j_!19sChIJ3U6rr4kPZ0gRnWYTf44jXQs?authuser=0&hl=en&rclk=1,,,https://dimecoffee.ie/,Phone Number Not Found,DIME Coffee
https://www.google.com/maps/place/Aras+an+Phiarsaigh+Coffee+Area/data=!4m7!3m6!1s0x48670e9add0a9dab:0x5276514306430bd4!8m2!3d53.3449096!4d-6.2549677!16s%2Fg%2F1q63ck6m4!19sChIJq50K3ZoOZ0gR1AtDBkNRdlI?authuser=0&hl=en&rclk=1,,,Not Found,Phone Number Not Found,Aras an Phiarsaigh Coffee Area
